recipe_id,ingredient_id,quantity
51803,1128,3   stalks
51803,3602,2 -3
51803,2324,1   tablespoon
51803,2350,1   teaspoon
51803,590,1   teaspoon
51803,6270,
51803,5006,2   tablespoons
51803,1248,2
263983,2499,1   large
263983,208,
263983,1511,1   teaspoon
263983,5502,2   teaspoons
263983,332,1/2  teaspoon
263983,3510,3   tablespoons
48014,7922,1/2  cup   uncooked
48014,3484,1 -1 1/2  lb
48014,1257,14 1/2  ounces
48014,1920,1   can
48014,3589,2   cups
48014,1168,1 1/2  cups   shredded
48014,1093,1/3  cup   shredded
48014,2200,
48014,5010,1      chopped
249492,7768,1/2  lb
249492,840,2   tablespoons
249492,2909,1   tablespoon
249492,6276,
249492,715,8   slices   crusted
249492,5809,4   slices
249492,2148,
249492,5006,
264611,6906,2   cups
264611,1584,3   tablespoons
264611,4717,1/2  cup
264611,5261,1   cup
264611,7502,1   teaspoon
264611,5298,1/2  cup
86940,1306,4
86940,2499,1
86940,3589,2   tablespoons
86940,6363,1/2  cup
86940,3902,1/2  cup
86940,3219,1   teaspoon
86940,3486,1/4  teaspoon
86940,840,3   tablespoons
86940,7557,1   tablespoon
17588,6085,2   lbs
17588,6906,1   cup
17588,2499,4
17588,7449,1   teaspoon
17588,3865,1 (3 3/4  ounce) box
17588,4717,1   cup
17588,4938,8   ounces
17588,912,1   box
115565,5610,8   lbs   picnic
115565,4740,12
115565,2320,1 1/2  teaspoons
115565,590,1/2  teaspoon
115565,5006,3   tablespoons
115565,7799,3   tablespoons
115565,6270,8   teaspoons
38584,4998,2   cups
38584,7655,6   cups
38584,1511,
38584,2266,
38584,6738,
48217,503,3   lbs
48217,2683,1/4  cup
48217,6270,
48217,5006,2   tablespoons
48217,485,2 1/2  cups
48217,7946,
48217,5010,1 1/2  lbs   sliced
33130,840,1/2  cup
33130,638,1/2  cup   crumbled
33130,5185,1   tablespoon   chopped
33130,2757,1   tablespoon   chopped
33130,3184,1   clove
33130,492,2
149120,875,1/2
149120,4096,
149120,1786,
149120,4053,
227257,63,1   cup
227257,332,1   tablespoon
227257,335,1/2  teaspoon
227257,6270,1/4  teaspoon
227257,1511,1/2-1   teaspoon
227257,4964,1/4  teaspoon
227257,2763,1   cup
227257,342,1 1/4  cups   mashed ripe
227257,6906,1/3  cup
227257,6654,1/4  cup
227257,2499,1   large
227257,7449,2   teaspoons
12369,1252,4
12369,1917,2 (10 1/4  ounce) cans
12369,7655,10   ounces
12369,7033,4   slices
12369,6371,1 (6   ounce) box
134655,5623,6
134655,590,
134655,800,1/2  cup
134655,1833,1   tablespoon
134655,3248,1   teaspoon
134655,4053,1/4  cup
134655,1330,
134655,3184,1 -2   tablespoon   fresh minced
134655,6696,3/4  cup
134655,1746,
198485,7233,1 (8   ounce) can
198485,4053,1   cup
198485,2318,1   tablespoon
198485,3440,1   tablespoon
198485,6270,1   teaspoon
198485,3184,1/2  teaspoon   minced
198485,1133,1/4  teaspoon
198485,1329,1/2  teaspoon
198485,4880,1   teaspoon
198485,3484,1   lb
83950,298,1/4  lb
83950,5010,1   medium
83950,1124,1   stalk
83950,1093,1   large
83950,3184,1 (2   teaspoon) jar
83950,840,4   tablespoons
83950,5006,3   tablespoons
83950,4189,1   lb
83950,3533,1/2-3/4  lb
83950,444,1 (8   ounce) can
83950,2461,1   cup
83950,1987,1 (28   ounce) can  s&w italian style
83950,6270,1   teaspoon
83950,590,1/2  teaspoon
83950,6206,1 -1 1/2  teaspoon
83950,5106,1   tablespoon
83950,5975,1/2  teaspoon
83950,4964,1/4  teaspoon
83950,4717,1   cup
83950,5314,1   lb   small
37027,7655,1   cup
37027,63,2   tablespoons
37027,800,3   cups
37027,7956,3   tablespoons
37027,335,1 1/2  teaspoons
37027,4096,2   quarts
229860,6654,1   cup
229860,2499,1   large
229860,7449,1/2  teaspoon
229860,77,1/2  teaspoon
229860,335,1   teaspoon
229860,63,4   cups
229860,6906,1   cup
229860,332,2 1/2  teaspoons
229860,1925,1/4  teaspoon
229860,6270,1   teaspoon
229860,1511,1/2-1   teaspoon
229860,840,1   cup   very cold
229860,2763,1   cup
229860,3283,vanilla
41672,4623,1/3  cup
41672,6654,1/3  cup
41672,4253,1   tablespoon
41672,1867,1/8  teaspoon
41672,6270,1   pinch
41672,638,1/3  cup
69213,2683,1/2  cup
69213,6270,1/2  teaspoon
69213,840,1   tablespoon   melted
69213,2499,1
69213,510,1/2  cup
69213,2509,1
69213,2646,2   lbs
146036,26,2
146036,840,1   tablespoon
146036,3219,1/4  teaspoon
146036,3540,1/4  teaspoon
146036,6324,1   lb
146036,5010,1/2  cup
146036,1130,1
146036,4863,4   ounces
146036,150,2
146036,2617,1   cup
146036,6243,1/2  teaspoon
146036,6276,
146036,2499,1
146036,2856,2   tablespoons
106228,5006,1/4  cup
106228,7768,24   large
106228,1866,12   ounces   flaked
106228,5010,4   tablespoons   finely chopped
106228,2430,1   teaspoon
106228,5180,1   cup   shredded
106228,6616,1   cup
106228,5185,2   teaspoons
106228,3536,1/8  teaspoon
106228,590,1/8  teaspoon
106228,3219,1/8  teaspoon
106228,2499,1
106228,4623,3   tablespoons
106228,840,1/2  cup   melted
109880,7887,2   cups
109880,6906,1/4  cup
109880,332,3   teaspoons
109880,6270,3/4  teaspoon
109880,4717,2   cups
109880,2499,3
109880,7557,1/3  cup
109880,7470,1   teaspoon
115849,2683,2   cups
115849,335,1/2  teaspoon
115849,6270,1/4  teaspoon
115849,2045,1 1/4  cups   packed
115849,3355,1 1/4  cups
115849,840,1   cup
115849,2499,3   large
115849,1938,1   cup
115849,7470,2   teaspoons
25360,1313,1 (16   ounce) can
25360,5010,1
25360,2809,1   teaspoon
25360,3203,5
25360,2022,1 -4   teaspoon   mrcurrys.com
25360,6270,1/2  teaspoon
25360,7213,1   medium
25360,5006,2 -3   tablespoons
25360,7655,
43998,150,
43998,342,
43998,7449,
43998,7557,
43998,2499,
43998,7642,
43998,63,
43998,6906,
43998,335,
43998,6270,
43998,1511,
164551,332,1 1/2  teaspoons
164551,7396,1/2  cup
164551,2683,2 1/2  cups
164551,6906,3/4  cup
164551,335,2   teaspoons
164551,1511,1 1/2  teaspoons
164551,4964,1/2  teaspoon
164551,6270,1/2  teaspoon
164551,1043,1/4  cup
164551,1093,2   cups
164551,1982,1   cup
264190,3780,10
264190,1333,2 (15   ounce) cans
264190,1168,1 (10 3/4  ounce) can
264190,3781,10
264190,5010,1   medium
27136,3780,1 (1   lb) package
27136,1333,2 (15   ounce) cans
27136,1168,1 (10 3/4  ounce) can
27136,3418,1 (4   ounce) can  chopped
27136,3781,10
27136,5010,1   medium
27136,1807,1 -2   cup
26162,7790,2   cups
26162,7557,1   cup
26162,2499,3
26162,7449,2   cups   mashed
26162,2683,1   teaspoon
26162,332,3   cups
26162,335,1/4  teaspoon
26162,6270,1   teaspoon
26162,1511,1/2  teaspoon
26162,3248,1   teaspoon
26162,3498,1   teaspoon
26162,7642,1   teaspoon
28141,6696,1   cup
28141,5006,1/2  cup
28141,3203,3
28141,2809,1   teaspoon   grated
28141,800,1   tablespoon
28141,5627,3   lbs
3579,150,3 -4   large
3579,2683,1/2  cup
3579,800,3/4  cup
3579,840,1/2  cup
3579,6156,3/4  cup
145411,5695,2   cups
145411,4574,1/4  cup
145411,7022,1/4  cup
145411,7449,1   teaspoon
145411,6270,1   pinch
145411,4570,
145411,2163,milk
49813,875,1/2  large
49813,3723,2   tablespoons
49813,800,2   tablespoons
49813,3203,2
49813,6276,
49813,5006,1/4  cup
49813,1786,
210647,6156,1 1/2  cups
210647,6270,1/4  teaspoon
210647,332,1/2  teaspoon
210647,3497,1/2  teaspoon
210647,2499,1
210647,4717,1   cup
210647,7470,1/2  teaspoon
14577,2984,5   ounces
14577,4836,1 1/2  cups   shredded
14577,2212,1   teaspoon
14577,2780,1/4  teaspoon
14577,5634,12
14577,7213,2   medium
14577,840,2   tablespoons
14577,6270,
54266,1257,2 (31   ounce) cans  college inn
54266,5648,6   medium
54266,1124,4   stalks
54266,1093,4   medium
54266,2000,1/2  cup
54266,298,1/4  lb   of deli
54266,6720,
54266,3668,1   quart
54266,840,4   tablespoons
54266,1833,1/4-1/2  cup
54266,1168,12   ounces
54266,756,
223724,63,2 1/4  cups
223724,332,3   teaspoons
223724,6270,1/2  teaspoon
223724,1511,1/2  teaspoon
223724,342,4      overripe
223724,6906,1 1/2  cups
223724,7367,3/4  cup   soft
223724,2499,2
223724,7449,1   teaspoon
223724,5298,1/2  cup
27864,4110,1 1/2  lbs
27864,7557,1/4  cup
27864,393,2
27864,562,1
27864,1527,1 (2   inch)
27864,5324,10
27864,7821,4
27864,5010,1 1/2  large
27864,3257,1   tablespoon   fresh
27864,3184,2   teaspoons   minced
27864,3414,1
27864,6270,
27864,7337,1/2  teaspoon
27864,1797,2   teaspoons
27864,1119,1   teaspoon
27864,3177,1 1/2  teaspoons
27864,2131,1   cup
27864,5502,1/3  cup
27864,2778,2   tablespoons   chopped
107869,6906,1 1/3  cups
107869,3497,2   teaspoons
107869,2683,2   cups
107869,332,1   tablespoon
107869,6270,1/2  teaspoon
107869,2499,1
107869,4717,1   cup
107869,7557,1/3  cup
29253,7655,1 1/2  cups
29253,6270,1 1/2  teaspoons
29253,7790,1   teaspoon
29253,5006,1   tablespoon
29253,721,3 1/4  cups
29253,7956,1 1/2  teaspoons
43842,6632,1 (15   ounce) can
43842,2559,1 (12   ounce) can
43842,6906,3/4  cup
43842,537,
43842,2499,2
43842,840,2   tablespoons
43842,5759,2 1/2  teaspoons
43842,7449,2   teaspoons
43842,7704,
162213,840,1   cup
162213,5695,1/2  cup
162213,7449,1   teaspoon
162213,6499,2 1/4  cups
162213,6270,1/4  teaspoon
162213,7642,3/4  cup   chopped
18124,840,1/2  cup   softened
18124,6906,1   cup
18124,2499,2
18124,7449,1   teaspoon
18124,2683,2   cups
18124,335,1   teaspoon
18124,332,1   teaspoon
18124,6654,1 3/4  cups
18124,800,
18124,1511,
18124,4958,
134397,840,3   tablespoons
134397,5010,1   medium
134397,3203,1
134397,3484,1   lb
134397,2022,1   tablespoon
134397,6270,1 1/2  teaspoons
134397,590,1   dash
134397,1511,1   dash
134397,3248,1   dash
134397,7337,1   dash
134397,7213,2   cups
134397,5648,2
134397,3398,2   cups
71085,1240,2   cups
71085,7655,2   quarts
71085,1248,4
71085,2503,1 (12   ounce) bag
71085,1917,2 (10 1/2  ounce) cans
71085,6654,8   ounces
71085,6276,
134725,1304,1   lb
134725,2200,
134725,2837,1   teaspoon
134725,3723,1 1/2  teaspoons
10205,6906,2 2/3  cups
10205,4717,2/3  cup
10205,1584,1/3  cup
10205,4574,1/3  lb
10205,1938,3/4  cup
10205,7449,1/2  teaspoon
10205,5791,3 1/2  cups
41848,63,
41848,4320,
41848,840,
41848,1511,
41848,5298,
41848,3355,
41848,2499,
41848,7449,
41848,332,
41848,6270,
41848,4717,
15477,840,1   cup
15477,1938,1   cup
15477,800,1   cup
15477,7790,1   cup
15477,2499,2
15477,7470,1   teaspoon
15477,63,3 1/2  cups
15477,335,1   teaspoon
15477,6270,1/2  teaspoon
15477,954,
197922,2822,
197922,6335,6
197922,7213,4   large
197922,4302,
197922,5006,5   tablespoons
197922,829,1   cup
197922,7655,1   cup
197922,3486,1/8  teaspoon
197922,6270,1/8  teaspoon
150046,3484,1   lb
150046,2807,2   tablespoons   minced
150046,5010,1
150046,3399,1
150046,2237,1 -2   teaspoon
150046,6373,2 (1   ounce) packages
150046,5180,1/3  cup   grated
150046,298,8   slices
150046,7233,1 (8   ounce) can
150046,7235,2 (10   ounce) cans
150046,800,1 -2   tablespoon
150046,6374,
150046,5319,
150046,1733,3   cups
150046,7137,4   cups   shredded
93373,1140,4
93373,784,1 (3/4  ounce) package
93373,1920,1 (10   ounce) can
93373,7655,1 (10   ounce) can
93373,5648,3 -4
93373,5010,1/2
93373,6270,
93373,5319,
16017,5695,2   cups
16017,7449,1/2  teaspoon
16017,4717,1/2  teaspoon
16017,6270,1   dash
16017,840,1/4  cup
491126,1485,4   lbs
491126,2200,1 (1   ounce) envelope
491126,252,1 (1 1/4  ounce) envelope
491126,840,1/2  cup
491126,5338,4 -5
491126,2817,
35620,5761,1   cup
35620,5759,1/2  teaspoon
35620,6270,1/4  teaspoon
35620,6906,6   teaspoons
35620,7557,1   tablespoon
61070,1257,4   cups
61070,3512,1/8  teaspoon
61070,2776,2   tablespoons   chopped
61070,6270,1/4  teaspoon
61070,1833,1 1/2  tablespoons
61070,2499,4
61070,2512,1
117496,840,1 1/2  cups
117496,6906,2   cups
117496,2499,2
117496,4807,1   cup
117496,7449,1   teaspoon
117496,2683,4 1/2  cups
117496,335,4   teaspoons
117496,332,2   teaspoons
117496,6270,1   teaspoon
117496,1511,2   teaspoons
117496,3498,1   teaspoon
117496,3512,1   teaspoon
95823,1910,8   ounces
95823,4717,2   tablespoons
95823,3217,1/4  teaspoon
95823,3840,6   ounces
95823,6335,1/4  cup   sliced
95823,2324,1   teaspoon
95823,6276,
95823,6951,1/4  cup
95823,7940,1 (12   ounce) package
95823,1786,
95823,5180,
41169,7917,1 (8   ounce) package
41169,2200,
41169,2559,1/2  cup
41169,840,1/4  cup
41169,5180,1/2  cup
46509,6215,4 1/2-5   lbs   boneless
46509,3184,2   cloves
46509,2148,
46509,4253,2   tablespoons
46509,5006,2   tablespoons
46509,7946,
46509,2325,1   tablespoon
46509,2212,1   teaspoon
46509,6270,2   teaspoons
46509,5319,1   teaspoon
46509,2374,1/2  teaspoon
46509,2378,1/2  teaspoon
46509,7655,2 1/3  cups
46509,433,2   teaspoons
46509,2683,1/4-1/3  cup
2791,7989,2   cups
2791,840,2   tablespoons
2791,1257,1 (15   ounce) can
2791,6270,1/4  teaspoon
2791,2863,1/4  teaspoon
2791,1248,2
2791,7594,
2791,7785,1 1/2-1 3/4  cups
2791,1168,
2791,2683,
2791,7853,
37409,2813,1   lb
37409,7367,2   tablespoons
37409,7642,1/3  cup   coarsely chopped
37409,2855,1   ounce
63131,6906,1/2  cup
63131,4330,1 1/2  cups
63131,5261,1   cup
63131,3366,
63131,6156,1   cup
63131,6526,1   cup
63131,2251,1   cup
303890,63,3   cups
303890,335,1 1/4  teaspoons
303890,6270,1 1/4  teaspoons
303890,7407,1 1/4  teaspoons
303890,7557,1 1/2  cups
303890,3355,2 1/4  cups
303890,869,1 1/4  cups
303890,2499,3
303890,5947,2   tablespoons
303890,7620,2   teaspoons
303890,7470,1 1/4  teaspoons
303890,7655,1 1/4  teaspoons
303890,1910,1/8  cup
303890,840,
303890,5695,
37563,5006,1/4  cup
37563,5010,3   medium
37563,3184,2   cloves
37563,7213,12   cups
37563,7229,3 (12   ounce) cans
37563,800,3   tablespoons
37563,2320,1   tablespoon
37563,6270,4   teaspoons
37563,2212,2   teaspoons
37563,590,1   teaspoon   dried
44051,800,1   cup
44051,840,1/2  cup
44051,4717,1/4  cup
44051,1689,
15875,840,2   tablespoons
15875,5010,1/4  cup   chopped
15875,1124,1/4  cup   chopped
15875,3957,1
15875,63,2   tablespoons
15875,4717,
15875,1252,"2   cups   chopped, cooked"
15875,2786,1 1/2  cups
15875,2909,1   teaspoon   chopped
15875,1119,1/4  teaspoon
15875,6270,1/8  teaspoon
15875,1803,1 (14 3/4  ounce) can
100626,5610,1 1/2-2   lbs
100626,7655,1   cup
100626,2212,1   teaspoon
100626,2350,1   teaspoon
100626,367,1 (18   ounce) bottle
82132,5006,3   tablespoons
82132,63,1/4  cup
82132,6276,
82132,2499,1   large
82132,7655,1   tablespoon
82132,1254,4
82132,6426,
82132,289,
82132,1257,
82132,2461,
82132,3668,
82132,1119,
82132,6270,
82132,4836,
56276,4717,1   cup
56276,3723,4   tablespoons
56276,2499,1   large
56276,721,3 1/4  cups
56276,840,4   tablespoons
56276,6270,1 1/2  teaspoons
56276,7956,1 1/2  teaspoons
98918,3484,1   lb
98918,5010,1/2  cup   chopped
98918,6819,1 (16   ounce) can
98918,3440,1   large
98918,4470,1/2  cup   uncooked
98918,7655,1/2  cup
98918,7946,
98918,6270,1/2  teaspoon
98918,5319,1/4  teaspoon
98918,1170,4   ounces   shredded
27570,6906,3/4  cup
27570,800,1/4  cup
27570,840,1/2  cup
27570,2499,1   large
27570,7470,1/2  teaspoon
27570,1511,1/2  teaspoon
27570,335,1/2  teaspoon
27570,6270,1/4  teaspoon
27570,63,3/4  cup
27570,4969,1 1/2  cups   quaker
27570,7642,1/2  cup   chopped
27570,2251,3/4  cup
338863,1093,1
338863,3203,1
338863,1313,1 (19   ounce) can
338863,3502,1 1/2  teaspoons
338863,3500,1 1/2  teaspoons
338863,6273,
338863,2499,1   large
338863,5495,2   tablespoons
338863,4987,
338863,7872,2   slices
338863,7213,1
338863,5966,1
345502,63,
345502,7970,
345502,3355,
345502,332,
345502,6270,
345502,7557,
345502,2499,
345502,4717,
345502,1168,
345502,980,
345502,1479,
345502,5010,
17398,5006,2   tablespoons
17398,2347,1   teaspoon
17398,3203,4
17398,1257,1/2  cup
17398,756,2   lbs
250212,63,1   cup
250212,6906,1   teaspoon
250212,1511,1   teaspoon
250212,332,2   teaspoons
250212,7853,1   cup
250212,7557,1   tablespoon
250212,7655,1   tablespoon
250212,7470,1   teaspoon
250212,840,2   tablespoons
31040,2499,2
31040,7687,1 1/4  cups   plain
31040,4717,2 1/2  cups
31040,6270,1   teaspoon
31040,840,
82770,2212,3   tablespoons
82770,2304,1   tablespoon
82770,2273,4   tablespoons
82770,2374,1   teaspoon
82770,2235,3   tablespoons
82770,3540,1   teaspoon
82770,3217,1   tablespoon
82770,1133,1/2  teaspoon
82770,5024,1   teaspoon
82770,2355,1   teaspoon
82770,2378,1   teaspoon
82770,7977,1/2  teaspoon   ground
82770,2350,1   teaspoon
82770,393,2      crushed
82770,590,1/2  teaspoon
82770,3489,1/4  teaspoon
82770,1986,1/2  teaspoon
29569,3324,
29569,840,
29569,6906,
29569,1910,1/4  cup
29569,4249,
29569,673,
29569,4253,
29569,4244,
29569,2559,
62907,5219,1/2  lb   uncooked
62907,1124,1   stalk
62907,7213,1   medium
62907,2200,
62907,4623,1/2  cup
62907,6276,
110686,7655,1 1/2  cups
110686,3723,1   teaspoon
110686,5006,1 1/2  teaspoons
110686,6270,1/2  teaspoon
110686,7887,2 -4   cups
110686,7623,2   tablespoons
110686,7956,1 1/2  tablespoons
110686,3217,1   teaspoon
21497,4574,1/4  cup
21497,2683,1/4  cup
21497,4717,2   cups
21497,7286,1   can   drained
21497,3046,1   cup
21497,6276,
21497,715,
393523,4661,1   lb
393523,5006,1   tablespoon
393523,3184,2   tablespoons
393523,7801,1 1/2  cups
393523,2831,1/2
393523,3940,1   teaspoon
393523,840,1/2  cup   softened
393523,5185,1   tablespoon
393523,5180,1/2  cup   grated
809,5006,2   tablespoons
809,393,3
809,483,2   lbs
809,7979,1   large
809,3203,2
809,2378,1   teaspoon
809,2350,1   teaspoon
809,63,2 -3   tablespoons
809,485,3/4  cup
809,3570,
809,5185,1   tablespoon
809,1093,1/2  lb
809,6274,
21726,4736,500   g
21726,5010,1
21726,7655,1   cup
21726,432,2
21726,4053,1/4  cup
21726,7946,
21726,5319,
21726,5106,1/2  teaspoon
21726,4964,1   pinch
21726,5495,3   tablespoons
21726,5742,2
102506,6324,
102506,3484,1   lb
102506,5010,1   large
102506,3184,2   tablespoons   fresh minced
102506,2320,1   teaspoon
102506,2378,1/2-1   teaspoon
102506,5519,1 (28   ounce) can
102506,7229,2   tablespoons
102506,1119,1/4  teaspoon
102506,4062,1 (15   ounce) can
102506,6374,1   teaspoon
102506,3486,1/2  teaspoon
102506,2442,1   lb
102506,5180,1/2  cup   grated
102506,2856,1/4  cup   chopped
102506,5731,12   ounces
106872,331,2   medium
106872,840,2   tablespoons   of melted
106872,3219,1/4  teaspoon
106872,5319,1/8  teaspoon
106872,6654,
106872,1372,
9029,6201,2 -3   lbs
9029,2434,1 (1 1/4  ounce) envelope
9029,1920,2 (10 1/2  ounce) cans
9029,4863,1 (8   ounce) jar
9029,7655,1/4  cup
32783,5966,1
32783,3248,1   tablespoon   minced
32783,6447,1   cup   sliced
32783,7720,1   cup
32783,1093,1   cup
32783,3225,1   cup   chopped
32783,7774,1   teaspoon
32783,6413,1   teaspoon
32783,1505,1/4  cup   chopped
32783,7939,1   package
32783,6270,
32783,1043,
225645,6715,
225645,1093,
225645,6335,
225645,5915,
225645,1505,
225645,6598,
225645,6696,
225645,6082,
225645,6413,
225645,800,
225645,590,
225645,3512,
225645,3810,
225645,6416,
115809,7655,1   cup
115809,721,3   cups
115809,6270,1 1/2  teaspoons
115809,840,1 1/2  tablespoons
115809,6906,3   tablespoons
115809,2426,2   tablespoons
115809,7956,2   teaspoons
115809,3203,1/4  cup
115809,5180,1
57685,2610,4   lbs
57685,7367,2   tablespoons
57685,4096,1   tablespoon
57685,2780,1   tablespoon
167914,63,2   cups
167914,335,1   teaspoon
167914,332,2   teaspoons
167914,6906,3 -4   tablespoons
167914,6270,1   teaspoon
167914,2499,2   large
167914,869,1 3/4  cups
167914,6654,1/2  cup
167914,840,5   tablespoons   melted
167914,7449,1   teaspoon
16587,3347,3 1/2  lbs
16587,800,1/2  cup   firmly packed
16587,2832,1 1/2  tablespoons
16587,3497,1/4  teaspoon
232055,840,1 1/2  tablespoons
232055,5006,1 1/2  tablespoons
232055,3203,2
232055,2410,1   pinch
232055,7031,2   bunches
232055,4287,
232055,6270,
230385,3548,1   lb
230385,3203,2
230385,5106,1   teaspoon
230385,7233,1 (16   ounce) can
230385,6270,
230385,5319,
230385,1170,1 1/2  cups
230385,4495,2   cups
230385,6654,1   cup
219784,7178,6
219784,4574,1/2  cup   melted
219784,3217,1/4  teaspoon
219784,4253,2   tablespoons
219784,5158,1   cup   unseasoned
219784,4996,
219784,4282,
21033,800,3/4  cup   packed
21033,5695,1/2  cup
21033,7470,1   teaspoon
21033,1910,1 (8   ounce) package
21033,7200,3/4  cup
21033,5422,1   cup
21033,5944,
21033,3347,6
26040,4907,1   lb   dry
26040,3598,1      meaty
26040,5010,1   cup   chopped
26040,3203,2
26040,1124,1   cup   chopped
26040,5656,2/3  cup   mashed
26040,5185,1/4  cup   chopped
26040,5319,1 1/2  teaspoons
26040,3527,1   teaspoon
26040,5106,1   teaspoon
26040,382,1   teaspoon
26040,393,1
26040,6270,
90136,63,2 1/2  cups
90136,332,1   teaspoon
90136,335,1/2  teaspoon
90136,6270,1/2  teaspoon
90136,840,1/2  cup
90136,6633,1/2  cup
90136,800,1   cup   packed
90136,3355,1   cup
90136,2499,2   large
90136,1938,1   cup
98345,3533,1   lb
98345,6335,2      chopped
98345,6696,1   tablespoon
98345,6083,2   teaspoons
98345,6413,1   teaspoon
98345,3203,1
98345,2499,1
98345,1833,1   tablespoon
98345,6270,1/4  teaspoon
98345,5319,1/4  teaspoon
98345,5276,
98345,1257,1   cup
98345,7939,25 -30
19213,2499,6
19213,4717,3   cups
19213,6906,1   cup
19213,7449,1   teaspoon
19213,6270,1/2  teaspoon
19213,1746,1 1/2  cups
19213,4354,1   cup
18157,2426,
18157,1833,
18157,3861,
18157,2318,
18157,2212,
18157,2378,
18157,5319,
48365,6906,1   cup
48365,4574,1/2  cup
48365,2499,2
48365,869,1   cup
48365,63,1 3/4  cups
48365,7406,1/2  cup
48365,332,1/2  teaspoon
48365,335,1/2  teaspoon
48365,6270,1/2  teaspoon
48365,4958,1/3  cup   chopped
11530,1252,1   lb
11530,2748,
11530,6616,1/2  cup
11530,6276,
157732,3549,1   lb
157732,5010,1   large
157732,2200,1 (1 1/4  ounce) package
157732,6373,1 (1 1/4  ounce) package
157732,5456,1 (15   ounce) can
157732,3767,1 (15   ounce) can
157732,7850,1 (15   ounce) can
157732,6819,1 (15   ounce) can
104852,6906,
104852,7559,
104852,2499,
104852,4244,
104852,63,
104852,332,
104852,6270,
104852,1689,
104852,7655,
25502,331,4   large
25502,6335,3
25502,4717,1/4  cup
25502,6270,
25502,840,2   tablespoons
25502,1168,1   cup   shredded
25502,6165,1/2  cup   grated
25502,298,4   slices
25502,5168,1   dash
32369,7956,2 (1/4  ounce) packages
32369,7655,2 3/4  cups
32369,2683,6 1/2  cups
32369,6906,3   tablespoons
32369,6270,3   teaspoons
32369,6473,2   tablespoons
55678,3229,4
55678,3355,3   tablespoons
55678,1511,1 1/2  teaspoons
55678,7701,1/2  cup
313325,2518,1/2  lb
313325,840,4   tablespoons
313325,2499,2
313325,2559,6   ounces
313325,3810,1/2  teaspoon
313325,4096,1   teaspoon
313325,2761,
313325,2430,1/2  teaspoon
313325,1168,10   ounces
57790,3184,2   cloves
57790,6416,1 (2 5/8  ounce) jar
57790,6696,1/2  cup
57790,6906,3   tablespoons
57790,5018,2   tablespoons
57790,3248,1   teaspoon
57790,5627,1 1/2  lbs
34110,8021,4   medium
34110,840,1   tablespoon
34110,5006,1   tablespoon
34110,5180,2   tablespoons   grated
34110,2758,2   tablespoons
34110,5975,1/8  teaspoon
116996,4987,1 1/2  cups
116996,6696,3/4  cup
116996,7946,
116996,6270,1/2  teaspoon
116996,2856,3   tablespoons   chopped
116996,2816,1   teaspoon
116996,7929,1/2  cup
116996,3184,1 -2   tablespoon   fresh minced
116996,7135,1/3  cup   store-bought
116996,3723,1/2  cup
116996,6335,2   small
235379,3355,1 2/3  cups
235379,328,3/4  cup
235379,63,1 1/3  cups
235379,332,1/2  teaspoon
235379,6270,1/4  teaspoon
235379,2499,2
235379,7655,2   tablespoons
235379,840,3/4  cup
235379,7449,2   teaspoons
235379,1388,
235379,4958,
15826,63,3   cups
15826,7790,2   cups
15826,332,1   teaspoon
15826,335,1   teaspoon
15826,6270,1   teaspoon
15826,7449,2   teaspoons
15826,1511,1   teaspoon
15826,7557,1   cup
15826,2499,3
15826,6477,1   cup
15826,8021,2   cups   raw unpeeled grated
15826,7642,1/2  cup
93914,1240,3   lbs
93914,537,
93914,840,1   tablespoon
93914,6270,1 1/4  teaspoons
93914,5168,1 1/2  teaspoons
93914,5319,1/4  teaspoon
48158,1910,4   ounces
48158,4717,1   tablespoon    half-and-half or 1   tablespoon    skim
48158,6906,1   tablespoon
48158,7704,1 1/2  cups   thawed
48158,3326,1 (9   inch)
48158,5760,1   cup    half-and-half or 1   cup    skim
48158,7478,1 (16   ounce) can
48158,3497,2 (3 1/2  ounce) packages
48158,3512,1   teaspoon
48158,3498,1/2  teaspoon
15886,6906,1   cup
15886,1824,1/2  cup
15886,5259,1   cup
15886,840,1   tablespoon
15886,7449,1   teaspoon
15886,335,1   teaspoon
97498,5624,6   lbs   cubed
97498,7557,1/4  cup
97498,7979,2   large
97498,3184,6   cloves
97498,6352,1   tablespoon
97498,2817,
97498,3502,1   tablespoon
97498,1257,4 1/2  quarts
97498,1316,8      fresh
97498,2826,4
97498,7962,2
97498,7211,3   lbs   fresh
97498,1506,1   cup
16110,2683,2 1/4  cups
16110,6906,3/4  cup
16110,800,3/4  cup
16110,7449,1   teaspoon
16110,840,1   cup
16110,335,1   teaspoon
16110,6270,1   teaspoon
16110,2499,2   large
16110,882,2   cups
42151,7594,
42151,4623,1 1/2  cups
42151,3758,1 (8   ounce) jar
42151,7049,
42151,7946,
475446,7352,
475446,298,4   slices
475446,5915,1/2  cup   diced
475446,6335,2
475446,6926,2   tablespoons   diced
475446,2499,3   large
475446,3668,1   cup
475446,7839,1   teaspoon
475446,7774,1   teaspoon
475446,2130,
475446,6549,1/2  lb
475446,3437,1/4  cup   ripe
475446,2834,2   teaspoons
475446,5185,2   teaspoons   freshly chopped
87623,1910,1 (8   ounce) package
87623,2499,1
87623,6906,1/3  cup
87623,6270,1   pinch
87623,1388,1 (6   ounce) package
87623,2683,1   cup
87623,1584,1 1/2  cups
87623,335,1/4  cup
87623,7655,1   teaspoon
